Serial No.,TICKET MEDIO,GASTO MENSAL,SCORE SERASA
5043,270,2567,49
5044,752,2479,54
5045,3612,18620,11
5046,1599,18802,82
5047,2199,1200,31
5048,2258,4546,23
5049,2072,2573,85
5050,4025,12445,66
5051,2358,17278,26
5052,4139,3548,60
5053,2135,1022,18
5054,3371,11601,72
5055,957,9241,50
5056,3923,18352,63
5057,1149,13174,76
5058,4090,18305,1
5059,398,785,35
5060,1023,19629,92
5061,4332,12457,10
5062,4406,7608,97
5063,2899,15490,67
5064,4975,18329,67
5065,4162,6337,63
5066,4145,15532,0
5067,1902,1966,88
5068,2813,9606,25
5069,4606,8979,10
5070,2953,10780,86
5071,2757,6432,1
5072,4622,10496,82
5073,3446,1678,92
5074,1571,3051,39
5075,3049,16525,3
5076,1041,10280,79
5077,2007,10648,36
5078,4937,10467,60
5079,1343,5362,90
5080,4523,9679,4
5081,1566,6355,14
5082,4057,18087,86
5083,2066,1619,66
5084,475,4475,81
5085,362,13419,25
5086,4462,10102,5
5087,3488,13195,43
5088,3495,1792,57
5089,2044,9886,80
5090,1993,10640,45
5091,3734,19101,41
5092,1752,12272,47
5093,4241,7090,26
5094,3992,14477,19
5095,699,17901,69
5096,4915,5676,34
5097,2012,12899,75
5098,1392,7147,47
5099,700,6515,66
5100,480,16345,67
5101,4313,18973,51
5102,3737,2556,67
5103,2263,12676,3
5104,4455,10503,38
5105,1198,14247,20
5106,465,3614,65
5107,2670,13942,15
5108,3519,7883,6
5109,2576,2129,82
5110,890,18427,96
5111,3669,18788,8
5112,846,18320,16
5113,412,3817,90
5114,4733,11751,96
5115,1020,4616,11
5116,1177,10123,56
5117,2929,6623,44
5118,2481,3561,10
5119,3718,8589,12
5120,897,4231,30
5121,4543,6827,76
5122,372,16861,25
5123,3110,16407,62
5124,4915,2546,30
5125,1873,11832,21
5126,2647,5564,5
5127,3264,9945,19
5128,4880,1222,84
5129,4817,13789,9
5130,1046,15710,82
5131,2765,8064,34
5132,606,8775,25
5133,343,4319,70
5134,605,3864,36
5135,4617,4818,7
5136,3258,19664,4
5137,3690,11979,43
5138,1972,7898,99
5139,3893,2952,91
5140,1292,925,66
5141,4525,14365,71
5142,4845,14007,78
5143,1564,9299,90
5144,490,2624,48
5145,4576,18184,35
5146,3477,5515,79
5147,4937,9157,25
5148,772,18848,44
5149,2660,11231,60
5150,1311,19244,43
5151,1029,18923,3
5152,1639,16808,75
5153,1012,18068,80
5154,743,15143,57
5155,4622,4434,25
5156,601,11909,94
5157,829,8672,78
5158,1383,1277,97
5159,2218,16405,28
5160,4652,2918,8
5161,4486,12954,77
5162,3936,2939,35
5163,1019,8304,3
5164,4150,13523,58
5165,2439,15326,36
5166,855,13712,87
5167,1969,2489,80
5168,4572,8368,12
5169,607,9758,19
5170,1536,1444,16
5171,2675,18781,50
5172,3526,5650,90
5173,658,18581,54
5174,3202,11506,32
5175,4616,11180,20
5176,3722,15704,80
5177,4499,2165,21
5178,4157,13311,24
5179,3815,9451,66
5180,1401,10849,90
5181,2255,10043,90
5182,792,9960,11
5183,4450,2285,14
5184,1578,6448,83
5185,356,14998,85
5186,2530,19491,1
5187,541,3130,3
5188,1981,8160,44
5189,2746,738,12
5190,3920,14391,54
5191,4777,9838,31
5192,1835,10249,21
5193,3835,10849,88
5194,2745,14082,90
5195,118,12143,54
5196,1224,12745,16
5197,4085,8399,69
5198,2754,7645,50
5199,2180,6361,79
5200,1647,13551,7
5201,961,17132,60
5202,254,12821,96
5203,3594,4823,9
5204,1004,3360,97
5205,1369,17607,18
5206,504,15419,13
5207,943,1069,66
5208,1882,8911,54
5209,1664,10086,60
5210,1284,19718,55
5211,846,2622,62
5212,1825,14909,86
5213,3288,3589,10
5214,370,14742,46
5215,4965,7710,5
5216,4056,16933,33
5217,271,1014,64
5218,373,11483,98
5219,2406,11470,88
5220,1258,11310,63
5221,1806,10529,92
5222,1871,5171,86
5223,521,18049,81
5224,1309,10941,77
5225,4775,914,80
5226,990,15593,65
5227,4917,17988,30
5228,3367,2916,82
5229,1573,6111,95
5230,3343,15731,61
5231,4578,8895,53
5232,2281,8760,91
5233,1549,13148,7
5234,3196,13842,41
5235,3356,14710,40
5236,3256,7333,58
5237,1690,5252,39
5238,4339,12478,21
5239,4081,9227,23
5240,1535,5523,37
5241,323,1482,1
5242,319,14805,40
5243,4374,16646,18
5244,1754,18229,1
5245,4628,11701,91
5246,364,17410,95
5247,1053,17814,61
5248,4624,19166,82
5249,3833,18830,15
5250,2874,15865,93
5251,3224,11233,21
5252,579,10608,13
5253,3614,3860,55
5254,1453,10285,64
5255,3422,8612,44
5256,3978,16516,53
5257,989,19809,65
5258,3954,4125,85
5259,1024,5969,45
5260,2270,1723,32
5261,2002,7610,78
5262,4973,9657,49
5263,2495,13751,21
5264,128,5492,39
5265,134,14146,38
5266,3689,12370,40
5267,2770,5287,74
5268,3465,19256,67
5269,688,11640,6
5270,3318,3799,84
5271,3238,9860,70
5272,1003,6951,3
5273,4186,13441,75
5274,2269,16493,90
5275,439,15120,58
5276,4370,19291,80
5277,1814,13584,83
5278,4792,5527,94
5279,4646,4760,25
5280,656,5328,30
5281,3187,9272,98
5282,3366,9512,72
5283,3667,8815,68
5284,2156,14759,51
5285,3999,13131,71
5286,1116,18758,20
5287,2162,3623,15
5288,938,4724,50
5289,1737,11477,15
5290,4421,15108,17
5291,3596,1710,46
5292,1913,9718,55
5293,3579,12953,27
5294,1551,5929,81
5295,2413,15710,77
5296,1614,9189,55
5297,1331,13221,36
5298,1745,10385,15
5299,3099,8682,84
5300,3540,9416,64
5301,4156,875,59
5302,405,18570,60
5303,3636,5512,10
5304,1823,17140,74
5305,1789,550,65
5306,1617,7090,31
5307,4017,7937,18
5308,519,15662,55
5309,3036,17478,4
5310,3962,13605,2
5311,4329,5231,27
5312,1550,4373,89
5313,3196,12128,86
5314,3361,9764,93
5315,1264,6248,71
5316,1969,1976,99
5317,1919,8532,28
5318,2805,3520,76
5319,3615,13184,58
5320,1442,11422,24
5321,2326,15886,21
5322,1179,8566,96
5323,4306,12589,70
5324,4663,13908,22
5325,2879,8667,69
5326,2628,13316,78
5327,913,2733,78
5328,2131,8617,39
5329,422,15050,97
5330,3069,6859,13
5331,1003,14864,28
5332,1641,4697,15
5333,3603,10793,92
5334,2753,9832,86
5335,2576,1115,9
5336,3440,13344,46
5337,4343,12901,3
5338,1241,18450,11
5339,949,9668,41
5340,466,10008,97
5341,2997,16054,3
5342,1189,2839,83
5343,4141,16746,91
5344,2138,8609,91
5345,2960,10788,5
5346,4370,13817,13
5347,1954,17262,34
5348,4783,3965,46
5349,594,19155,57
5350,3282,17891,64
5351,1884,7300,18
5352,3610,16993,56
5353,3886,3271,64
5354,4230,4383,12
5355,1098,3100,7
5356,4569,6018,17
5357,1551,17889,34
5358,1851,17189,86
5359,2380,16423,25
5360,4900,6201,37
5361,4758,1458,83
5362,3034,8095,65
5363,3834,4038,25
5364,3446,18514,56
5365,1973,10483,99
5366,4634,3103,24
5367,3903,13967,29
5368,2079,705,81
5369,798,12942,6
5370,1412,6191,26
5371,3062,6641,10
5372,3038,7228,7
5373,4887,6530,10
5374,2400,17062,87
5375,3297,13883,29
5376,226,16996,93
5377,1291,9448,14
5378,2739,9588,55
5379,4489,14714,34
5380,4016,9477,38
5381,1466,2303,23
5382,1119,15889,7
5383,4179,19182,42
5384,4614,12770,41
5385,4639,2042,83
5386,784,7759,40
5387,3729,12900,46
5388,2987,13046,25
5389,1562,2654,51
5390,4186,9266,87
5391,2361,16249,21
5392,4280,11730,4
5393,2941,18265,14
5394,1867,6402,35
5395,4280,1722,62
5396,3660,2001,92
5397,2212,9550,78
5398,4858,16708,90
5399,726,4074,48
5400,4259,4229,54
5401,3514,11657,71
5402,1475,7976,59
5403,1281,18445,56
5404,590,15462,28
5405,3829,3022,18
5406,3634,2891,94
5407,3396,19559,72
5408,2040,19067,9
5409,4508,12574,9
5410,1982,12296,96
5411,3087,2578,88
5412,3259,12769,56
5413,4875,14862,53
5414,4630,18004,55
5415,781,13460,67
5416,1173,11215,68
5417,2487,3870,86
5418,2494,2408,54
5419,2793,4807,68
5420,1470,11797,71
5421,4844,17381,80
5422,4440,4087,0
5423,2256,12885,11
5424,2680,2913,34
5425,4491,11452,77
5426,2259,3957,81
5427,3348,8964,73
5428,3831,1650,78
5429,3929,15037,32
5430,1727,7954,82
5431,3572,15285,97
5432,127,12081,24
5433,2085,518,15
5434,4253,10308,7
5435,1621,16868,34
5436,396,6077,84
5437,2281,4581,82
5438,3502,6954,45
5439,2396,9433,10
5440,2697,3171,60
5441,1001,11471,43
5442,1198,15470,10
5443,1777,6887,10
5444,2981,7333,21
5445,4966,19508,84
5446,1478,1014,90
5447,1348,706,81
5448,3835,1447,61
5449,4341,11133,47
5450,1364,15880,93
5451,2007,18712,62
5452,1158,7361,50
5453,2849,6594,44
5454,2148,6845,32
5455,4348,19051,84
5456,2576,14460,59
5457,4116,7032,1
5458,4703,6443,12
5459,3297,15069,65
5460,4686,10348,56
5461,3653,9293,42
5462,4540,5939,44
5463,1861,1703,30
5464,320,10083,9
5465,4918,14911,22
5466,4723,13617,85
5467,2988,7886,28
5468,1764,3631,96
5469,4086,19550,30
5470,4676,17433,77
5471,3077,18128,73
5472,1971,12578,17
5473,1562,6705,10
5474,444,14369,46
5475,144,1158,2
5476,2168,14882,1
5477,1614,12622,53
5478,2698,11559,71
5479,1101,13835,30
5480,1133,18575,7
5481,2140,10917,42
5482,373,11758,47
5483,2747,10639,1
5484,1879,10057,21
5485,4576,8235,4
5486,578,17851,6
5487,615,18288,19
5488,4386,10447,91
5489,1291,16044,76
5490,2768,15295,1
5491,1511,19852,31
5492,3380,2079,89
5493,371,11487,2
5494,242,6492,40
5495,3432,550,41
5496,887,6952,76
5497,1781,5653,84
5498,722,15840,44
5499,3941,14400,86
5500,3776,15470,70
5501,2672,3287,16
5502,3360,13881,91
5503,4812,16089,46
5504,166,16339,93
5505,4386,2655,68
5506,4716,7519,23
5507,1240,8107,70
5508,2414,11428,33
5509,2632,16157,49
5510,3680,9098,41
5511,1287,12071,32
5512,4571,16706,26
5513,4848,12387,77
5514,3439,15528,58
5515,648,16475,18
5516,4187,14339,75
5517,172,14419,2
5518,298,5912,70
5519,3301,4999,98
5520,1881,5409,24
5521,671,15978,14
5522,890,11594,82
5523,1738,19873,59
5524,1931,8154,82
5525,1955,16482,22
5526,1274,19108,10
5527,3840,3420,58
5528,3377,6115,84
5529,278,4815,33
5530,2344,12960,6
5531,4186,3283,43
5532,834,10105,90
5533,898,13289,63
5534,887,12340,22
5535,2895,19692,57
5536,4404,3831,19
5537,4688,19062,26
5538,3184,17681,59
5539,3018,3346,7
5540,831,1429,66
5541,1229,5318,1
5542,3546,19975,21
5543,1705,2762,69
5544,3878,13275,35
5545,2845,8049,23
5546,3270,9909,11
5547,4789,10156,80
5548,3033,4674,21
5549,1315,5270,82
5550,424,6333,72
5551,1950,19177,75
5552,1590,2545,95
5553,993,1537,94
5554,1490,6742,80
5555,3489,10151,22
5556,4339,12821,73
5557,4579,6662,62
5558,2363,4573,29
5559,3532,18167,18
5560,2471,16535,25
5561,3186,7232,89
5562,4412,3987,10
5563,1615,2684,19
5564,3017,14390,55
5565,2452,9917,44
5566,1267,5995,67
5567,210,19181,46
5568,4427,15281,75
5569,3755,7597,88
5570,3893,8969,57
5571,1855,12899,9
5572,1677,16702,21
5573,1396,11485,70
5574,3874,7331,23
5575,2320,17275,65
5576,1072,1468,95
5577,1130,10882,84
5578,2693,5651,60
5579,4092,11318,6
5580,4713,11292,71
5581,1013,6625,37
5582,2281,4870,20
5583,3297,5338,7
5584,1562,16675,88
5585,2478,3634,27
5586,3554,13191,91
5587,3653,10931,53
5588,1407,12056,30
5589,1289,1554,99
5590,787,3169,88
5591,4761,17159,40
5592,1307,16581,36
5593,1994,13438,37
5594,1911,6217,50
5595,3283,12782,75
5596,3897,15391,36
5597,1744,9797,30
5598,4068,14701,61
5599,2816,16789,17
5600,290,13373,89
5601,1435,17012,5
5602,4903,13948,8
5603,3206,15698,10
5604,478,8122,94
5605,4582,8580,1
5606,3929,2902,28
5607,715,18531,50
5608,2430,4056,68
5609,1854,2693,22
5610,563,10739,99
5611,1066,19988,6
5612,4367,19018,55
5613,3258,9083,76
5614,3724,19163,61
5615,789,13375,73
5616,2722,11186,99
5617,2312,18036,79
5618,482,1794,14
5619,2356,15948,52
5620,3910,10867,42
5621,3603,13837,82
5622,1512,7154,84
5623,1683,19822,34
5624,471,19510,78
5625,710,17833,13
5626,215,13193,92
5627,546,9741,68
5628,1491,4575,48
5629,3424,13151,17
5630,1440,9775,50
5631,4610,13338,0
5632,3039,2158,26
5633,3799,7432,63
5634,1173,14748,59
5635,4913,7459,90
5636,3669,18701,88
5637,3250,8882,40
5638,1705,17344,20
5639,4757,15499,13
5640,2394,6876,19
5641,3762,19405,91
5642,4582,3976,84
5643,4897,19589,86
5644,1083,4866,10
5645,451,16706,65
5646,1824,12958,83
5647,2051,527,23
5648,1379,11664,88
5649,2007,7048,36
5650,4948,3524,85
5651,1124,1764,23
5652,645,9547,14
5653,4274,12717,11
5654,2481,7087,94
5655,988,7077,63
5656,1205,18135,30
5657,2649,13296,52
5658,2090,4370,93
5659,4098,1826,83
5660,3875,9717,71
5661,2912,17245,43
5662,1020,18102,29
5663,4745,1105,34
5664,2161,18554,20
5665,4587,13503,62
5666,3739,10989,91
5667,3265,18161,16
5668,4535,17282,11
5669,2744,13987,17
5670,4952,19056,91
5671,1145,19694,59
5672,3656,15233,66
5673,2781,6774,14
5674,3299,11344,15
5675,1038,19823,21
5676,541,13689,94
5677,2650,17828,62
5678,4325,11471,30
5679,696,6465,0
5680,1605,13121,74
5681,961,6848,5
5682,2740,18080,86
5683,3831,18096,8
5684,1651,1323,51
5685,3336,7584,79
5686,1836,12955,61
5687,1549,11107,57
5688,364,17419,18
5689,2759,14736,12
5690,2821,19894,31
5691,1562,16736,99
5692,4352,11319,8
5693,1545,12469,48
5694,2398,17833,36
5695,3025,12200,30
5696,1732,1043,30
5697,2474,4400,58
5698,612,12445,54
5699,315,4724,18
5700,3431,14258,62
5701,2272,15449,1
5702,3253,3366,44
5703,1806,19130,95
5704,2206,18720,42
5705,1667,8768,97
5706,2308,13313,0
5707,2431,17232,84
5708,2253,5101,60
5709,1228,13430,2
5710,3610,4833,90
5711,4423,5899,43
5712,3753,18339,6
5713,2465,19069,32
5714,4997,7936,8
5715,3021,15447,29
5716,4667,14461,17
5717,1179,8586,55
5718,3611,4182,89
5719,2841,18730,83
5720,3120,2354,30
5721,328,3485,71
5722,270,11317,62
5723,394,19778,86
5724,4384,7996,49
5725,525,1058,88
5726,1018,19780,0
5727,3353,1754,81
5728,598,16167,18
5729,2909,18565,63
5730,925,16578,52
5731,3879,10506,5
5732,1958,6783,16
5733,2218,9354,45
5734,245,12808,71
5735,4665,3825,72
5736,3677,18125,54
5737,292,3643,90
5738,3988,3537,99
5739,151,12917,5
5740,2510,18665,69
5741,1920,5175,67
5742,3064,18361,85
5743,2621,7648,39
5744,1969,8051,90
5745,2668,16990,65
5746,1967,3168,8
5747,2838,18048,10
5748,3369,15412,19
5749,3299,18041,42
5750,2679,2746,57
5751,4105,7153,77
5752,340,11633,25
5753,3540,8149,37
5754,4731,17395,93
5755,1507,8941,35
5756,3602,1388,98
5757,4138,9715,54
5758,182,9291,5
5759,3868,19906,2
5760,1050,19414,64
5761,710,11575,63
5762,4769,15704,57
5763,3705,18948,57
5764,4654,10450,17
5765,3383,5913,22
5766,2273,7037,95
5767,3584,4069,28
5768,1622,1742,22
5769,2701,4829,35
5770,2757,10987,69
5771,2259,18809,80
5772,2549,3895,81
5773,3930,17324,94
5774,221,19627,5
5775,4468,8539,33
5776,1417,8698,43
5777,4593,2086,43
5778,2618,17709,26
5779,1330,4324,99
5780,1233,18152,51
5781,1401,3936,41
5782,4134,8589,24
5783,2010,16557,73
5784,1605,1810,38
5785,3285,10319,38
5786,2016,15965,11
5787,3648,13957,10
5788,2857,977,2
5789,2056,9406,21
5790,278,10368,3
5791,996,19046,7
5792,1651,1008,13
5793,591,7819,83
5794,160,881,87
5795,1177,15787,13
5796,2995,2345,91
5797,4260,13062,15
5798,3783,10410,31
5799,685,5129,63
5800,4060,6204,75
5801,3870,2276,15
5802,634,16013,51
5803,3562,19168,18
5804,4111,15728,68
5805,3498,1744,11
5806,2255,1833,92
5807,1104,4169,4
5808,2599,18084,41
5809,426,18678,16
5810,4803,16079,71
5811,2806,18338,93
5812,101,2433,9
5813,1133,1246,83
5814,2581,9532,15
5815,224,7327,15
5816,1204,16697,41
5817,2799,1292,2
5818,1961,7427,22
5819,3020,18151,85
5820,228,10242,27
5821,537,6869,44
5822,4946,15300,99
5823,2648,19574,67
5824,3229,8374,23
5825,1321,17176,18
5826,1001,7364,74
5827,3268,4522,39
5828,4586,18532,45
5829,4018,11508,39
5830,1167,12602,61
5831,126,15842,17
5832,647,11610,11
5833,2768,5671,13
5834,666,10089,81
5835,803,18577,60
5836,4380,7210,11
5837,3240,17921,26
5838,1690,5959,5
5839,4794,15437,87
5840,905,10254,32
5841,3891,7548,79
5842,1457,9983,49
5843,3325,18045,11
5844,3718,17913,94
5845,2226,12949,56
5846,2560,15854,52
5847,645,1478,12
5848,2828,9209,71
5849,3834,16260,2
5850,2662,11523,63
5851,2179,17021,83
5852,2741,11645,57
5853,3214,14991,3
5854,2026,19339,44
5855,716,7892,65
5856,3744,11947,35
5857,1303,9087,22
5858,1859,10629,18
5859,2665,14407,39
5860,3274,5928,71
5861,3181,3089,15
5862,2730,3534,57
5863,3261,669,17
5864,4421,3739,35
5865,769,3915,23
5866,3268,11908,0
5867,2221,3984,0
5868,4178,18725,63
5869,4251,15423,61
5870,819,7344,35
5871,2700,19910,74
5872,3698,4465,17
5873,4769,7684,15
5874,766,5880,16
5875,383,18030,23
5876,4003,15785,97
5877,3665,611,67
5878,2334,16643,98
5879,4693,17476,78
5880,1565,7913,1
5881,229,15226,94
5882,4834,18122,72
5883,2160,6483,9
5884,3772,19678,52
5885,2594,10821,88
5886,1092,11561,50
5887,2221,4098,68
5888,2684,2026,13
5889,4296,8409,65
5890,2323,2469,81
5891,4622,9643,92
5892,3288,18386,52
5893,3337,12028,83
5894,4236,8801,63
5895,4624,2854,71
5896,443,5819,48
5897,4561,725,89
5898,4804,15020,61
5899,4923,3511,36
5900,2376,4626,48
5901,3301,1113,67
5902,988,14582,32
5903,2143,16982,21
5904,1441,5958,69
5905,3820,9502,32
5906,2983,3199,27
5907,4312,8017,87
5908,2515,1519,3
5909,1217,19909,65
5910,4363,16403,76
5911,3101,14198,48
5912,1838,16650,10
5913,1464,6078,34
5914,2808,7229,38
5915,4890,7461,9
5916,1024,11671,73
5917,251,14447,71
5918,685,17680,68
5919,1012,2457,22
5920,2421,19950,33
5921,595,13800,31
5922,3895,19564,15
5923,2248,4941,67
5924,656,13511,53
5925,1652,19832,27
5926,2220,1601,59
5927,3185,9729,77
5928,3604,14115,75
5929,256,15232,59
5930,834,12866,84
5931,4754,10470,79
5932,3376,13492,43
5933,254,1481,1
5934,1096,16630,22
5935,2394,19315,92
5936,4726,9066,45
5937,3005,6849,72
5938,4924,11228,53
5939,1277,8048,70
5940,253,18875,92
5941,4287,19812,80
5942,1816,3946,8
5943,3302,13320,69
5944,2957,19453,43
5945,886,3372,83
5946,4468,9868,73
5947,4372,1835,72
5948,3867,5913,11
5949,2978,16996,96
5950,742,13923,31
5951,4762,5794,33
5952,765,10537,82
5953,3526,2487,32
5954,3883,5329,63
5955,3801,18869,47
5956,1169,11934,15
5957,2449,15048,49
5958,4603,17136,22
5959,1312,9928,25
5960,1252,17507,53
5961,2611,3656,43
5962,243,11828,36
5963,2589,3889,8
5964,3328,9958,93
5965,4682,3445,12
5966,3305,9852,59
5967,4343,10986,79
5968,3242,9132,1
5969,3404,2592,94
5970,1457,19589,59
5971,2813,4259,56
5972,4285,5612,42
5973,1457,17437,18
5974,4394,5404,10
5975,4733,13758,77
5976,3292,1612,46
5977,400,3277,88
5978,823,16087,62
5979,3110,10525,6
5980,167,1814,78
5981,3936,14062,93
5982,4093,11804,30
5983,2606,7515,87
5984,1637,12617,54
5985,497,6210,24
5986,4815,13088,71
5987,3457,18106,29
5988,1263,15936,35
5989,4925,15696,49
5990,655,18589,13
5991,3761,17401,28
5992,1851,18104,26
5993,3041,3006,49
5994,2757,12572,35
5995,2895,16636,33
5996,2429,14843,20
5997,2059,5979,37
5998,1701,10934,74
5999,2893,3590,96
6000,1580,6997,78
6001,1202,15191,75
6002,3376,7493,87
6003,1399,1473,49
6004,3979,8757,36
6005,1635,6592,74
6006,177,3406,18
6007,2931,1070,0
6008,3510,12584,80
6009,2821,807,39
6010,3727,4242,54
6011,1632,9474,79
6012,337,1265,25
6013,2096,9464,42
6014,3527,8235,58
6015,377,16702,50
6016,3189,14931,14
6017,623,11877,7
6018,4375,13774,93
6019,4318,14797,13
6020,3222,8536,96
6021,4675,8096,6
6022,1897,17423,17
6023,2231,2549,11
6024,915,5175,1
6025,2794,2163,49
6026,542,6976,92
6027,3240,12528,20
6028,242,15577,6
6029,4387,7643,90
6030,1510,2410,11
6031,4573,1232,83
6032,634,5109,56
6033,1816,11634,77
6034,3464,4956,73
6035,1132,15012,22
6036,3442,3835,29
6037,1510,16045,57
6038,4600,13314,94
6039,1272,7556,51
6040,988,3253,55
6041,3438,1872,9
6042,4617,14734,18
6043,1741,10136,18
6044,571,3876,86
6045,3040,8981,58
6046,646,10757,43
6047,4826,16947,58
6048,3697,17213,95
6049,2925,5358,83
6050,3823,18847,3
6051,463,19972,96
6052,2266,17024,64
6053,3409,14119,12
6054,645,5039,66
6055,3340,19357,11
6056,4829,6094,92
6057,2036,4403,54
6058,1062,5864,60
6059,3105,949,94
6060,3906,5306,40
6061,982,1369,35
6062,3940,6579,1
6063,970,7807,21
6064,4711,4159,21
6065,3085,4102,40
6066,965,9084,94
6067,4409,19332,13
6068,3303,14885,92
6069,2997,11483,34
6070,2344,19837,49
6071,118,5631,8
6072,741,1858,95
6073,3183,17271,58
6074,429,14103,55
6075,965,16746,90
6076,873,17716,9
6077,4587,8941,24
6078,4832,10719,44
6079,2454,10220,96
6080,3438,18722,10
6081,3618,10052,8
6082,3042,11801,6
6083,2667,10015,70
6084,1774,1391,33
6085,2783,18189,82
6086,3480,15585,19
6087,839,4692,88
6088,1645,16628,4
6089,4664,19224,92
6090,2359,18677,54
6091,1235,10862,90
6092,973,17208,88
6093,4655,9677,14
6094,2400,7144,47
6095,851,5282,3
6096,953,10552,77
6097,3832,4398,80
6098,2383,17719,20
6099,1429,4654,79
6100,577,3278,89
6101,2826,14309,8
6102,3191,6909,65
6103,4330,13023,78
6104,4605,4813,34
6105,1369,8108,87
6106,4281,14217,50
6107,2703,12364,77
6108,1569,11714,36
6109,477,13376,5
6110,1780,18555,81
6111,341,1416,85
6112,1019,9825,81
6113,169,18720,50
6114,4024,19022,65
6115,2186,4507,95
6116,2107,18789,16
6117,900,3985,64
6118,2879,19616,8
6119,855,11461,12
6120,2095,18205,99
6121,1421,12408,57
6122,2430,3854,29
6123,209,14009,30
6124,1116,7601,22
6125,3965,5243,62
6126,124,9451,27
6127,2938,7514,58
6128,837,3912,9
6129,279,18241,88
6130,331,9640,99
6131,2017,10771,89
6132,442,18650,25
6133,4672,8719,76
6134,2723,7663,16
6135,554,2970,39
6136,4484,11230,67
6137,4725,17043,22
6138,2376,19776,34
6139,695,4613,74
6140,3974,13914,75
6141,4630,8249,8
6142,4597,12414,78
6143,2769,15507,44
6144,2235,12423,36
6145,4064,13542,68
6146,1665,18454,18
6147,408,13681,74
6148,442,12630,72
6149,535,3905,98
6150,276,11362,26
6151,238,15749,12
6152,293,13439,56
6153,3357,14467,59
6154,3335,6348,11
6155,1042,7317,8
6156,4720,18511,91
6157,3979,6643,76
6158,3213,15009,83
6159,3062,10558,76
6160,4936,8896,26
6161,1053,12271,89
6162,1402,5772,62
6163,3481,11866,92
6164,2980,15924,28
6165,2287,13928,21
6166,4987,16524,72
6167,645,4247,87
6168,2027,9797,18
6169,4252,2107,37
6170,104,16950,94
6171,3581,16035,38
6172,3353,8145,14
6173,1462,9970,53
6174,1920,4658,31
6175,2763,9505,45
6176,3038,17286,60
6177,1373,8425,92
6178,3426,14140,51
6179,3759,4666,33
6180,3045,19809,72
6181,3118,15576,34
6182,1231,19877,69
6183,4863,9778,36
6184,2736,1271,77
6185,3129,11940,60
6186,3119,8667,48
6187,4477,2056,8
6188,3259,11650,18
6189,353,1651,86
6190,428,18101,27
6191,2691,13034,79
6192,2930,8539,25
6193,3144,18926,37
6194,1520,15159,39
6195,3501,6803,24
6196,2992,19553,98
6197,754,18997,68
6198,859,3477,70
6199,1898,13041,22
6200,3071,922,88
6201,4611,12485,64
6202,3526,16974,21
6203,354,3872,63
6204,3923,16583,67
6205,1976,2442,57
6206,2857,10450,27
6207,2724,16782,77
6208,4221,16981,96
6209,3104,1979,67
6210,4616,5126,74
6211,3834,11277,95
6212,1344,5647,3
6213,1108,5943,0
6214,4414,579,25
6215,1610,6077,32
6216,2059,13401,80
6217,2608,2723,26
6218,4858,3069,41
6219,2782,10464,68
6220,1089,14268,70
6221,4384,18007,63
6222,354,16749,24
6223,4263,3123,71
6224,4811,1903,97
6225,4552,19462,3
6226,355,17215,11
6227,1107,7985,57
6228,1855,12300,94
6229,2671,17623,10
6230,4008,13298,58
6231,3097,5480,35
6232,2903,4378,21
6233,3865,2449,64
6234,4479,19012,49
6235,3483,19038,3
6236,198,18121,99
6237,296,10458,71
6238,2629,9197,88
6239,977,15993,91
6240,1968,10533,51
6241,2765,10086,99
6242,1488,756,99
6243,2515,2220,42
6244,669,13741,45
6245,2737,16734,3
6246,1165,7576,12
6247,521,1571,37
6248,2983,2122,44
6249,1304,2566,24
6250,644,9142,66
6251,4266,1397,54
6252,3739,8773,95
6253,1323,6281,38
6254,3272,14122,64
6255,867,13784,74
6256,3757,10899,1
6257,754,10383,68
6258,2546,9871,85
6259,320,19819,61
6260,3766,11207,45
6261,4377,8588,76
6262,4502,13640,86
6263,2669,17345,30
6264,1113,11593,98
6265,2151,17000,34
6266,4085,6285,44
6267,4999,7007,76
6268,4410,6330,53
6269,3119,5061,70
6270,3781,15019,68
6271,1543,1159,28
6272,4296,19006,71
6273,3110,12035,7
6274,672,14502,53
6275,1432,18470,6
6276,4853,5182,82
6277,4102,16202,22
6278,3234,11439,99
6279,4186,9326,31
6280,325,19766,61
6281,4300,5749,44
6282,2097,19695,67
6283,871,13145,29
6284,4624,18768,38
6285,533,10210,4
6286,3199,9313,66
6287,2829,13269,21
6288,3507,14661,27
6289,3240,10229,21
6290,965,16180,85
6291,2893,16647,97
6292,3011,10762,28
6293,2515,2865,42
6294,350,13695,41
6295,3857,11537,59
6296,4756,11730,76
6297,1018,17738,70
6298,1273,16052,73
6299,3303,3228,91
6300,532,17799,67
6301,935,15977,58
6302,2346,5438,95
6303,2362,631,85
6304,997,793,83
6305,3732,15227,83
6306,4667,10988,5
6307,3915,7346,72
6308,346,8084,27
6309,2529,17170,76
6310,1090,9141,30
6311,3410,11932,38
6312,1026,11395,49
6313,3538,5803,77
6314,2707,8944,85
6315,1174,10111,36
6316,4122,11028,87
6317,3899,18119,71
6318,4884,1499,14
6319,3251,4260,50
6320,3538,4616,69
6321,4673,4911,22
6322,3591,10862,24
6323,806,11613,94
6324,3164,4183,45
6325,853,19145,92
6326,687,15482,22
6327,1434,2353,9
6328,1947,13579,72
6329,4034,7395,76
6330,4026,19874,31
6331,3417,13435,50
6332,4120,13052,40
6333,3255,16553,64
6334,4402,1362,64
6335,2298,5027,39
