TICKET MEDIO,GASTO MENSAL,SCORE SERASA,cluster
2693,7462,10,g3
4236,5929,63,g3
4533,16366,38,g1
1198,7748,1,g2
2426,2703,65,g3
3347,19718,53,g1
995,2979,28,g2
1774,10886,44,g2
3009,934,87,g3
1030,10730,87,g2
4484,2206,79,g3
823,6225,30,g2
3040,18788,48,g1
1189,4459,8,g2
4678,15021,26,g1
1035,11643,55,g2
2395,7325,77,g3
255,6847,44,g2
1170,13341,88,g2
2058,3213,42,g3
2601,12061,21,g1
4319,13287,98,g1
3930,7012,32,g3
954,11096,26,g2
739,15682,39,g2
2338,19187,25,g1
1702,3721,82,g3
541,1582,44,g2
4728,9137,44,g3
1436,13623,25,g2
3800,13542,69,g1
1048,14633,66,g2
3473,18476,5,g1
559,6108,27,g2
4746,6026,66,g3
492,6972,12,g2
4038,3275,62,g3
1887,16328,12,g2
2357,12508,76,g2
1238,18474,0,g2
3908,15555,39,g1
4841,19115,36,g1
2554,5618,30,g3
1566,8460,16,g2
3774,18445,8,g1
1477,12964,63,g2
2697,8096,56,g3
241,7740,12,g2
2759,5442,36,g3
4696,14036,13,g1
939,2100,74,g2
3718,6200,24,g3
4017,6571,94,g3
695,10748,77,g2
2004,13023,56,g2
380,17593,70,g2
523,19855,87,g2
4465,17677,99,g1
4349,19983,41,g1
1850,11547,41,g2
4857,6265,46,g3
2067,526,43,g3
4188,7193,40,g3
4278,19985,2,g1
3046,7109,89,g3
1549,9814,89,g2
2431,16758,0,g1
2320,5809,78,g3
3889,511,10,g3
2910,15889,6,g1
4828,14171,11,g1
1631,6274,37,g2
4982,17063,53,g1
3090,1296,66,g3
4593,7779,52,g3
1243,7688,89,g2
1033,2524,93,g2
1560,8166,31,g2
2823,3717,99,g3
2612,7084,44,g3
385,5785,50,g2
364,7870,36,g2
2467,18403,58,g1
3547,7356,53,g3
1862,2932,17,g3
3148,5366,0,g3
2481,14066,20,g1
2369,5554,27,g3
140,9608,15,g2
167,18954,47,g2
1087,2281,27,g2
4108,18400,21,g1
3298,11562,82,g1
4890,12274,0,g1
2624,16458,94,g1
1185,10138,41,g2
2579,1879,97,g3
1793,10175,69,g2
2415,10766,91,g2
878,17684,2,g2
4689,15695,94,g1
1685,11429,79,g2
1592,5767,80,g2
760,3757,43,g2
1448,12569,26,g2
1399,1481,50,g3
4040,11168,23,g1
2086,18972,19,g1
2144,19836,31,g1
3616,12156,98,g1
1158,19010,12,g2
1076,8563,42,g2
4677,19475,19,g1
827,10165,1,g2
2627,6937,67,g3
3236,10875,90,g1
442,3361,59,g2
1547,13342,88,g2
2479,18539,3,g1
3759,18639,95,g1
626,6727,16,g2
1996,11924,0,g2
4854,10143,32,g1
2173,10810,29,g2
505,19451,4,g2
1673,15733,11,g2
4700,13700,31,g1
3840,11032,37,g1
4374,10180,16,g1
4327,11119,57,g1
1946,7650,39,g2
1578,2266,95,g3
2495,4049,23,g3
871,19193,11,g2
678,10134,94,g2
3001,2476,18,g3
293,16060,28,g2
2107,12665,84,g2
1285,2990,89,g2
2494,12495,51,g1
3098,12519,91,g1
1892,7925,16,g2
1210,13357,72,g2
4105,9189,20,g3
2361,4476,59,g3
3836,14705,97,g1
3893,1204,74,g3
2036,5952,19,g3
4975,13349,52,g1
4457,6594,79,g3
829,4181,62,g2
4478,18800,56,g1
3551,10066,28,g1
4557,8001,0,g3
4636,2345,81,g3
2240,6913,58,g3
1744,8490,63,g2
2900,10128,85,g3
241,13730,71,g2
1555,19974,70,g1
4896,18254,88,g1
2196,18812,93,g1
1425,2136,97,g3
1313,18727,43,g2
1259,15207,47,g2
4750,17715,74,g1
4599,6038,14,g3
4797,10817,34,g1
440,12954,22,g2
3928,15949,52,g1
2068,8955,44,g2
803,15559,84,g2
4513,16130,91,g1
2529,1786,12,g3
1900,2029,33,g3
4748,10500,37,g1
955,7155,69,g2
1912,2377,67,g3
2966,10441,4,g1
3742,19362,39,g1
282,13555,69,g2
3212,16984,20,g1
4592,3587,27,g3
1617,6328,2,g2
1456,19175,22,g2
2274,17577,71,g1
3729,5906,18,g3
3728,11932,74,g1
4196,3991,49,g3
3339,13858,73,g1
3791,13854,57,g1
118,3892,91,g2
3503,2768,19,g3
4779,6132,91,g3
4651,4283,92,g3
3104,14979,71,g1
1232,15887,82,g2
3439,6469,52,g3
3411,9481,84,g3
3472,9350,81,g3
1087,15672,8,g2
3421,17902,3,g1
4715,18837,40,g1
273,4157,24,g2
3841,19180,33,g1
3152,17658,72,g1
826,19695,8,g2
3860,10072,81,g3
1975,3682,74,g3
4133,13479,12,g1
1089,8367,8,g2
3844,15655,79,g1
2786,13506,3,g1
519,4829,33,g2
693,3597,6,g2
1874,1904,14,g3
2559,5601,37,g3
1035,1869,74,g2
3908,7165,95,g3
431,18948,90,g2
3549,3265,93,g3
2802,19701,51,g1
4106,1216,80,g3
3968,14350,99,g1
4300,2211,82,g3
301,6761,6,g2
2597,16892,44,g1
1942,6586,58,g2
1966,14862,20,g2
2096,11723,27,g2
1009,16720,2,g2
4405,13892,13,g1
4758,2746,1,g3
3289,3322,28,g3
870,17734,17,g2
3255,17991,36,g1
2601,17183,44,g1
2814,10169,44,g3
4824,1582,23,g3
3685,11648,45,g1
1728,8667,11,g2
486,10057,52,g2
3521,19684,44,g1
4108,12228,31,g1
4193,4451,17,g3
4463,15177,12,g1
2566,16469,3,g1
2382,9467,22,g2
1956,7268,61,g2
2098,18336,53,g1
1336,18565,73,g2
4769,14539,54,g1
4244,2803,68,g3
1250,15663,39,g2
4418,7657,13,g3
1531,18735,97,g2
1919,18781,27,g1
2424,16629,71,g1
1230,10019,79,g2
2758,744,94,g3
3600,9448,70,g3
474,9515,66,g2
2220,11519,28,g2
4120,3279,99,g3
2121,18730,60,g1
3805,14223,67,g1
3359,13303,8,g1
3535,17357,16,g1
1989,14198,48,g2
1923,2292,62,g3
1574,15876,83,g2
2342,18618,77,g1
3343,13617,45,g1
3234,7715,92,g3
2170,5688,12,g3
459,16518,99,g2
2141,15201,44,g1
1241,5781,52,g2
1735,1444,16,g3
4100,2011,46,g3
2043,13218,61,g2
4874,17742,49,g1
3461,8869,42,g3
3080,12620,67,g1
106,14221,83,g2
3367,3115,74,g3
1691,18497,85,g2
3364,16129,71,g1
2706,3340,27,g3
3319,14551,44,g1
3373,2274,40,g3
1013,13762,93,g2
2111,4371,96,g3
1542,8773,96,g2
3154,17729,35,g1
3646,9908,90,g3
4321,3760,83,g3
3028,3645,32,g3
1929,8302,24,g2
675,2763,18,g2
1029,8655,46,g2
3859,1422,84,g3
3799,7195,32,g3
1563,6258,66,g2
3375,13076,13,g1
1154,19514,78,g2
2000,8316,32,g2
1557,8056,41,g2
1499,16725,85,g2
3515,6430,64,g3
542,12133,94,g2
3750,4012,46,g3
4752,6566,34,g3
1278,13707,83,g2
4558,14822,31,g1
1357,2560,54,g3
3734,14513,53,g1
1941,19918,75,g1
2409,2887,50,g3
1010,8531,79,g2
4440,2299,58,g3
4737,3280,71,g3
4109,1627,13,g3
2269,7865,17,g3
2272,15135,54,g1
223,8111,93,g2
3258,13146,96,g1
885,8035,97,g2
2516,15004,55,g1
896,9864,48,g2
4272,3308,97,g3
4254,13555,59,g1
2036,4797,52,g3
2256,11709,70,g2
3907,948,5,g3
1401,5508,69,g2
4263,17677,85,g1
3240,17320,7,g1
3336,6512,14,g3
2452,2120,25,g3
2032,14084,38,g2
2821,1448,2,g3
464,9819,56,g2
2490,17075,9,g1
1046,12704,2,g2
1477,12452,93,g2
1539,18287,45,g2
3280,18874,21,g1
4957,1604,66,g3
440,1048,64,g2
3089,12140,96,g1
482,8403,18,g2
1656,18668,99,g2
399,11113,61,g2
238,17688,97,g2
458,9490,56,g2
1622,11967,94,g2
3556,4738,87,g3
1727,4867,75,g3
1403,6151,12,g2
1234,16704,15,g2
2286,2593,15,g3
3270,4501,51,g3
3935,8310,83,g3
2251,11772,40,g2
1337,5054,47,g2
3835,19401,90,g1
2934,9197,38,g3
4360,17980,12,g1
1098,12871,3,g2
2667,9736,95,g3
1407,14269,97,g2
756,7561,42,g2
2760,19088,80,g1
2311,4402,87,g3
2009,1852,92,g3
3830,2096,45,g3
2146,9267,91,g2
3262,1179,46,g3
1240,12520,85,g2
366,12596,91,g2
1945,11885,52,g2
1808,9009,24,g2
3730,6234,40,g3
3311,16175,2,g1
2393,13193,76,g1
3832,19880,94,g1
3929,7907,12,g3
1610,12286,17,g2
575,3042,36,g2
1076,17562,42,g2
1307,5866,33,g2
2060,7910,80,g2
657,10335,54,g2
982,14147,51,g2
2294,6041,84,g3
4861,17718,35,g1
2767,10933,53,g1
4777,11047,58,g1
4890,10360,51,g1
1710,11245,18,g2
3588,7318,11,g3
2554,14601,91,g1
4594,5528,10,g3
2046,16298,47,g1
4910,11454,91,g1
4899,13270,98,g1
2908,9938,78,g3
3925,18656,15,g1
3636,19048,70,g1
3902,7611,46,g3
4277,19719,66,g1
4799,19549,30,g1
2070,6613,75,g3
3922,3063,7,g3
2919,16389,88,g1
1002,8998,60,g2
464,8631,43,g2
4358,3196,49,g3
3219,8204,34,g3
2658,16942,75,g1
1963,10265,60,g2
215,18024,84,g2
2484,10502,89,g2
4035,11890,54,g1
2590,12168,65,g1
1042,19446,13,g2
1824,19736,3,g1
2434,16744,16,g1
2867,7141,68,g3
1237,1441,23,g3
2627,13315,48,g1
4217,7041,54,g3
3520,16124,70,g1
4878,10466,22,g1
4006,1921,80,g3
3737,6265,11,g3
3053,17319,10,g1
2467,17723,74,g1
4321,4501,97,g3
376,13147,28,g2
2099,5748,61,g3
1327,5459,52,g2
3852,18534,47,g1
3835,19145,99,g1
795,4389,90,g2
1409,1826,85,g3
4252,6401,65,g3
3334,3858,99,g3
4214,2085,47,g3
2411,14000,93,g1
2941,12060,58,g1
4308,17272,70,g1
3659,16318,56,g1
3498,19675,75,g1
641,3832,2,g2
2794,17587,80,g1
4774,3320,31,g3
1188,15972,7,g2
3463,5459,86,g3
124,17943,29,g2
1672,12866,14,g2
3058,1801,73,g3
4336,11051,54,g1
1867,4612,37,g3
4843,13263,14,g1
2335,12274,29,g2
300,17382,45,g2
3298,9120,63,g3
356,7745,25,g2
3847,12331,77,g1
4742,2605,66,g3
2341,10245,35,g2
3275,6130,89,g3
3706,3706,77,g3
3436,19453,30,g1
4997,3128,77,g3
513,10568,39,g2
2114,13894,73,g2
1481,1567,72,g3
1198,18390,45,g2
3526,19897,41,g1
3755,15745,17,g1
1009,10359,99,g2
287,7142,35,g2
4144,15877,75,g1
3856,4566,49,g3
2115,1447,60,g3
2192,1671,39,g3
3744,16331,2,g1
2230,6614,81,g3
457,671,6,g2
2522,13318,30,g1
4357,9835,64,g3
4645,10551,94,g1
1597,6709,63,g2
2258,10880,76,g2
2655,4077,92,g3
2442,8880,2,g3
3051,4576,92,g3
1338,657,34,g3
1073,8277,14,g2
4827,19601,20,g1
4065,8937,61,g3
1150,11595,82,g2
3801,15779,27,g1
2880,19679,3,g1
1688,7700,12,g2
3978,19261,78,g1
2468,15347,50,g1
536,9541,47,g2
2928,2310,38,g3
1656,8395,95,g2
3958,19010,66,g1
1404,7453,93,g2
2484,19914,57,g1
282,6823,83,g2
1689,6105,1,g2
1687,6391,24,g2
759,3576,10,g2
259,19228,0,g2
4053,1119,47,g3
1111,11594,47,g2
152,2907,9,g2
2407,13144,80,g1
1328,3504,29,g2
1135,11178,34,g2
3802,4539,18,g3
4145,1804,52,g3
4549,6130,33,g3
1364,7782,31,g2
1984,3807,75,g3
1909,18245,80,g1
3267,7165,5,g3
3897,4794,12,g3
2441,2287,85,g3
3514,1573,74,g3
917,4099,63,g2
2537,15889,6,g1
988,11845,44,g2
767,12818,44,g2
4828,16607,84,g1
2724,3555,64,g3
4332,17543,93,g1
4623,6820,18,g3
918,7013,46,g2
2288,5142,45,g3
1206,9821,28,g2
2324,14932,98,g1
297,4966,83,g2
2771,11958,99,g1
3592,16379,60,g1
2548,19355,64,g1
570,8784,22,g2
2048,11258,94,g2
3999,18165,50,g1
2110,11491,62,g2
3900,5011,98,g3
4218,11296,21,g1
3896,4381,70,g3
4088,16168,32,g1
334,2913,99,g2
1028,2044,43,g2
3707,16229,6,g1
622,5284,90,g2
3623,6126,1,g3
4626,5014,16,g3
4988,1645,64,g3
1729,9602,57,g2
4728,11998,29,g1
1416,5950,85,g2
2957,18450,91,g1
1224,19889,96,g2
2687,5007,25,g3
1123,14035,34,g2
1478,4748,62,g2
3474,14023,74,g1
1619,4492,70,g2
326,9022,27,g2
991,8527,24,g2
4172,12472,60,g1
2357,15805,30,g1
2888,11293,53,g1
496,19861,66,g2
2178,1029,96,g3
4844,19776,50,g1
4524,5234,57,g3
3337,14398,33,g1
3993,19409,58,g1
2105,13485,20,g2
2116,14489,55,g2
3271,3242,36,g3
2768,5135,63,g3
1978,4925,18,g3
1296,9161,84,g2
1872,4330,77,g3
261,1033,73,g2
4076,14750,52,g1
1851,12747,70,g2
875,4587,92,g2
1039,9453,62,g2
3320,13793,61,g1
639,9582,71,g2
1561,2855,76,g3
455,2455,18,g2
3704,3471,74,g3
3423,6039,1,g3
334,7993,5,g2
1648,18556,28,g2
2196,3336,40,g3
4313,5439,50,g3
2201,4144,4,g3
1773,19181,40,g1
2200,3666,61,g3
3757,10011,29,g1
4753,683,61,g3
3696,9975,99,g3
3848,19730,26,g1
3273,11832,49,g1
1915,15673,81,g2
3941,10488,51,g1
2105,5222,48,g3
4593,15694,61,g1
774,17666,99,g2
486,18391,59,g2
2258,14572,79,g1
2761,16476,53,g1
2164,6355,4,g3
3951,13794,8,g1
3353,12546,33,g1
4736,1176,97,g3
4366,4590,35,g3
839,12998,94,g2
1501,13277,19,g2
3359,19570,80,g1
2377,8882,83,g3
4004,15506,91,g1
4023,9534,84,g3
4314,9026,82,g3
3327,14430,62,g1
2931,1610,66,g3
3858,17462,29,g1
2612,16945,68,g1
2251,886,69,g3
3775,19084,2,g1
2845,13406,48,g1
3966,2183,41,g3
3864,15533,23,g1
2322,16208,43,g1
2892,6821,0,g3
1797,9178,53,g2
3562,12424,51,g1
4163,14065,35,g1
1624,9232,78,g2
4860,6131,37,g3
132,10752,43,g2
4125,12938,81,g1
2666,5669,86,g3
2903,7287,46,g3
3996,5732,28,g3
3809,4788,50,g3
819,7234,40,g2
4679,17964,85,g1
1072,6740,63,g2
3818,17081,87,g1
4502,8314,47,g3
4652,10886,76,g1
2307,8351,96,g3
4526,2100,21,g3
4420,7366,98,g3
3130,4192,16,g3
3675,19967,85,g1
3216,832,4,g3
3385,14209,60,g1
743,14609,88,g2
4811,15347,5,g1
294,15007,52,g2
4096,10463,80,g1
588,6606,94,g2
2304,7833,16,g3
2757,16558,58,g1
3376,7155,96,g3
1202,5808,38,g2
1341,19605,53,g2
615,1564,47,g2
492,9580,36,g2
730,11615,47,g2
3816,7320,67,g3
1947,9012,77,g2
2755,4457,76,g3
1079,19266,26,g2
4629,7508,87,g3
3502,16544,26,g1
3971,18384,71,g1
377,15187,62,g2
332,18452,51,g2
1652,10211,46,g2
3370,18749,20,g1
2509,10097,56,g2
3612,15754,74,g1
125,16888,94,g2
560,14869,90,g2
3864,8459,41,g3
3531,18052,47,g1
3583,19282,26,g1
2094,19514,71,g1
590,7108,32,g2
1172,847,75,g3
3273,12912,34,g1
315,10505,97,g2
1823,7000,15,g2
1692,3074,35,g3
2706,5772,65,g3
258,17032,75,g2
4881,9194,90,g3
3413,17753,55,g1
2941,4021,16,g3
1876,1800,19,g3
2152,12725,84,g2
2395,11981,93,g2
1796,12545,83,g2
3093,19335,7,g1
2569,4885,17,g3
2046,15255,17,g2
3909,3324,17,g3
2883,6464,1,g3
3744,17870,75,g1
2600,4267,95,g3
3745,14076,71,g1
2745,12768,50,g1
2449,18890,9,g1
2032,8425,74,g2
3394,3607,13,g3
1857,9222,25,g2
1216,17807,46,g2
2667,18780,29,g1
3599,8383,55,g3
592,13953,41,g2
3406,17697,3,g1
719,8118,10,g2
3332,1282,23,g3
3923,15142,85,g1
2480,8289,66,g3
1646,14502,36,g2
3663,12481,1,g1
1705,5507,11,g2
3852,8075,20,g3
4775,16684,68,g1
1990,11794,70,g2
1375,6137,63,g2
2843,13270,67,g1
2593,15042,42,g1
456,11408,53,g2
969,17462,99,g2
985,13199,61,g2
2101,2365,85,g3
1383,1876,92,g3
719,14755,72,g2
982,14147,89,g2
896,5908,11,g2
3742,8663,0,g3
3525,6783,71,g3
1396,2476,32,g3
4814,6943,63,g3
344,13824,67,g2
2995,8095,13,g3
1029,5420,92,g2
619,18771,13,g2
3312,17875,8,g1
2509,5728,72,g3
107,12248,25,g2
2625,16215,48,g1
3523,14984,16,g1
2119,6950,67,g3
4690,17967,59,g1
4382,520,2,g3
3767,15217,92,g1
3771,15080,24,g1
2901,10617,20,g1
185,10164,11,g2
3215,1599,53,g3
4332,3137,0,g3
2568,9081,0,g3
3719,8244,44,g3
1736,7957,45,g2
3683,11307,47,g1
4109,18238,6,g1
3426,6902,9,g3
2318,5021,14,g3
2317,16889,39,g1
2469,8882,10,g3
3738,13192,55,g1
2603,4853,45,g3
1043,15565,44,g2
2937,14925,86,g1
2760,13611,12,g1
3036,8531,26,g3
4544,16010,80,g1
4047,5583,49,g3
1776,9316,60,g2
1296,12817,12,g2
4205,2675,11,g3
2887,11841,28,g1
1561,18079,84,g2
3418,2569,83,g3
766,3858,19,g2
2276,19322,30,g1
3843,9308,7,g3
700,4744,23,g2
2752,2311,74,g3
4522,17055,38,g1
3924,17509,32,g1
4006,6406,41,g3
1079,8483,14,g2
2551,4563,67,g3
728,10946,64,g2
1729,9144,31,g2
3796,10110,10,g1
3530,8642,93,g3
3774,1253,36,g3
4029,12064,18,g1
2865,7351,50,g3
4469,5604,99,g3
4880,15690,33,g1
215,13921,70,g2
2103,11702,59,g2
792,11603,83,g2
3262,9917,52,g3
1205,8859,11,g2
3108,4185,61,g3
2261,10369,95,g2
253,18866,65,g2
3799,5444,85,g3
4510,15910,47,g1
3886,15971,39,g1
1164,10178,23,g2
4300,9133,49,g3
2013,8962,94,g2
1316,14388,67,g2
2501,17227,87,g1
1872,16703,42,g2
2060,3581,16,g3
2880,9949,82,g3
4904,16157,54,g1
4846,2791,33,g3
2971,2032,96,g3
760,4862,69,g2
2735,18537,59,g1
2429,16515,50,g1
4054,5488,99,g3
2550,6844,76,g3
1232,8930,72,g2
799,16193,34,g2
2138,9606,33,g2
4747,1938,15,g3
4600,19900,81,g1
4657,15319,17,g1
2279,10152,37,g2
2938,6889,42,g3
973,3579,31,g2
183,6795,6,g2
1522,14203,86,g2
2775,19142,86,g1
3280,9058,45,g3
4416,19875,60,g1
4075,4241,17,g3
1491,14381,70,g2
3318,16969,39,g1
4307,15914,87,g1
714,14829,77,g2
3071,19377,49,g1
3665,16882,4,g1
3676,8823,53,g3
4670,8088,85,g3
370,1403,57,g2
4166,12148,21,g1
2568,10455,73,g2
1490,3304,89,g3
3454,18110,78,g1
4235,1784,37,g3
3707,1189,48,g3
2683,5282,0,g3
4173,5007,77,g3
3175,2496,35,g3
4006,17313,94,g1
389,9131,27,g2
2580,5007,97,g3
3352,1027,34,g3
378,3496,59,g2
3024,3967,61,g3
680,18245,86,g2
353,15272,45,g2
4376,1203,82,g3
4876,1162,81,g3
924,9614,78,g2
3932,6756,60,g3
799,8867,64,g2
1480,13960,88,g2
3996,5797,25,g3
1773,9073,34,g2
2827,16082,56,g1
3256,5878,78,g3
3488,14000,62,g1
4407,805,3,g3
483,5197,78,g2
441,19274,41,g2
2087,7722,44,g2
4159,8433,38,g3
3209,18349,64,g1
4182,11963,21,g1
4615,902,10,g3
2898,13401,36,g1
3340,7440,89,g3
2088,16522,50,g1
3514,19554,90,g1
1949,8595,57,g2
405,11342,76,g2
3713,5044,6,g3
2849,6574,7,g3
1235,19232,50,g2
305,7350,22,g2
4691,1250,89,g3
3550,2117,90,g3
3911,3030,8,g3
3722,3833,45,g3
3699,7734,37,g3
2651,1011,12,g3
4408,15046,6,g1
409,5582,10,g2
2808,17136,73,g1
2091,9320,96,g2
371,3976,49,g2
3742,9678,66,g3
4186,2225,40,g3
1922,18977,28,g1
3373,14265,36,g1
4638,2201,55,g3
4449,8996,79,g3
620,12770,15,g2
1076,10972,43,g2
3822,3307,49,g3
3651,16154,70,g1
4205,11578,78,g1
2873,8072,5,g3
2652,17908,17,g1
2932,19859,18,g1
4007,9198,50,g3
252,5356,65,g2
3064,7224,2,g3
3016,9745,88,g3
2900,11366,99,g1
1852,19451,53,g1
2710,10596,48,g1
3975,5087,27,g3
1204,5422,37,g2
2636,5546,27,g3
4299,19778,31,g1
3954,7703,40,g3
3594,15903,35,g1
2014,10328,35,g2
3172,16297,86,g1
1106,538,65,g3
506,19968,9,g2
266,6765,69,g2
608,7098,71,g2
1761,2915,78,g3
3764,17642,92,g1
3589,17648,62,g1
4958,14806,91,g1
780,15077,21,g2
2624,12385,97,g1
2220,11877,19,g2
4777,11558,32,g1
4457,7943,14,g3
1463,18201,6,g2
1431,17584,87,g2
2392,4883,89,g3
1638,2093,49,g3
3508,15258,9,g1
660,7526,78,g2
1199,3112,36,g2
2003,11829,58,g2
274,2408,87,g2
2256,7454,74,g3
2330,15685,62,g1
4387,18674,20,g1
4260,15996,78,g1
4020,3428,78,g3
1597,9780,36,g2
3954,8181,44,g3
3271,4627,13,g3
1667,5463,42,g2
1251,12261,84,g2
468,14054,83,g2
142,9857,32,g2
2007,18909,2,g1
3590,1487,86,g3
2635,2465,43,g3
4273,7816,86,g3
2973,14546,90,g1
1924,1368,34,g3
1393,18947,24,g2
4869,18013,95,g1
4896,4878,85,g3
4954,15963,7,g1
3486,18818,61,g1
3072,13746,17,g1
4022,1576,91,g3
1092,18523,27,g2
2486,15669,74,g1
2340,6885,11,g3
1576,8722,63,g2
3507,17587,1,g1
489,5980,58,g2
1099,8277,36,g2
4720,5862,3,g3
1955,1450,40,g3
758,8750,44,g2
2863,3318,33,g3
3763,4100,86,g3
1581,11841,12,g2
3831,15553,6,g1
551,19828,31,g2
2575,14833,22,g1
3322,6755,48,g3
1637,11407,71,g2
3193,16507,46,g1
982,14741,36,g2
4508,12590,97,g1
4168,12805,47,g1
2666,18062,28,g1
3377,13565,36,g1
474,13147,22,g2
4646,9023,37,g3
3797,6537,92,g3
3162,1027,43,g3
4790,18943,4,g1
3350,9790,51,g3
4695,711,39,g3
4659,18598,10,g1
212,19572,77,g2
3297,11022,1,g1
2478,15615,34,g1
2024,5649,44,g3
239,9724,48,g2
1524,18216,34,g2
3049,14121,91,g1
3268,7320,71,g3
616,15261,31,g2
2716,10532,67,g1
987,14502,70,g2
3204,10830,38,g1
149,13243,47,g2
4051,17327,90,g1
3660,17810,36,g1
118,17506,59,g2
4921,10171,80,g1
1573,19921,73,g1
4161,12077,3,g1
2706,17117,22,g1
551,19575,13,g2
3865,10722,4,g1
2538,886,65,g3
4410,2134,23,g3
1649,8610,17,g2
3574,4633,26,g3
227,9876,23,g2
4955,6081,28,g3
2861,2467,10,g3
4556,6267,17,g3
4764,9253,3,g3
1515,18883,32,g2
301,5401,77,g2
2469,10621,41,g2
617,15133,31,g2
1441,19663,50,g2
4876,11207,3,g1
2088,18561,19,g1
3645,12833,84,g1
4620,12438,66,g1
3902,12048,88,g1
3375,15615,67,g1
3754,10343,61,g1
2534,4677,57,g3
4973,7711,46,g3
307,8373,74,g2
2733,4341,79,g3
4217,6916,58,g3
253,11133,99,g2
3466,5385,5,g3
4414,1094,94,g3
4864,14893,39,g1
1618,3112,76,g3
2700,12788,22,g1
2295,18380,51,g1
4598,5361,3,g3
4791,5266,36,g3
3654,3858,41,g3
2514,15346,43,g1
2949,1414,96,g3
1842,18728,41,g1
1406,2495,28,g3
3949,594,18,g3
4268,9184,83,g3
4676,15600,31,g1
4755,19953,43,g1
4940,649,54,g3
4295,17930,79,g1
2655,3303,4,g3
2405,14966,45,g1
4608,7776,75,g3
1188,1051,44,g3
2742,15980,20,g1
1277,8986,77,g2
4857,18027,21,g1
3094,17339,29,g1
659,10245,22,g2
3064,8860,4,g3
1371,13497,62,g2
1913,18830,92,g1
3015,7810,58,g3
709,6317,93,g2
2561,11068,81,g1
4220,8570,51,g3
383,1820,64,g2
3028,6653,38,g3
4496,7089,80,g3
1191,16089,2,g2
916,4107,41,g2
182,10817,70,g2
2020,10932,26,g2
3591,900,27,g3
3244,17246,53,g1
2193,4351,94,g3
4813,10998,14,g1
275,584,52,g2
2804,2324,71,g3
469,12577,69,g2
1918,16430,91,g2
2201,13049,3,g2
4885,10613,93,g1
3590,15632,16,g1
1879,9322,33,g2
1464,7918,5,g2
4562,2871,35,g3
3442,7568,98,g3
4839,12359,38,g1
3776,7964,79,g3
2526,17610,65,g1
172,14048,7,g2
3062,7621,14,g3
959,10340,62,g2
3956,4812,90,g3
4238,8500,79,g3
2524,9961,64,g2
1164,818,58,g3
2317,15829,9,g1
4117,16291,6,g1
2359,14872,73,g1
3851,16435,75,g1
2186,16201,80,g1
468,11750,11,g2
2904,2102,78,g3
250,19140,45,g2
1234,9547,31,g2
2884,15734,31,g1
4264,8032,89,g3
2446,7866,77,g3
4997,3148,89,g3
2350,7403,60,g3
160,18742,68,g2
3110,17986,60,g1
4001,14288,45,g1
1437,2981,67,g3
1284,2320,91,g3
4526,10771,54,g1
1651,4184,0,g2
4533,4151,76,g3
1729,10931,66,g2
1427,10631,48,g2
1626,5330,24,g2
1773,7834,15,g2
1461,15119,84,g2
1673,9804,12,g2
2786,15379,51,g1
4470,17532,35,g1
2466,15085,71,g1
3857,516,43,g3
2534,8808,82,g3
2093,6976,46,g3
969,6442,79,g2
1114,18429,75,g2
2011,3193,19,g3
702,16062,17,g2
3921,6759,53,g3
790,16079,11,g2
593,9968,24,g2
589,5442,59,g2
2656,15151,74,g1
4585,4288,85,g3
394,871,33,g2
4127,7620,12,g3
2943,6202,37,g3
3012,8847,11,g3
1817,3161,35,g3
2696,7151,27,g3
4844,5378,90,g3
1973,13591,38,g2
4763,4815,76,g3
3358,10465,42,g1
2917,8808,90,g3
544,6974,30,g2
3741,1874,1,g3
4558,11895,81,g1
841,7893,89,g2
2141,4903,41,g3
779,4046,30,g2
2567,4477,60,g3
3797,9888,55,g3
1458,9488,85,g2
162,4392,99,g2
2659,14508,82,g1
3869,3749,13,g3
4451,611,13,g3
234,17566,28,g2
3744,18045,80,g1
2235,7900,49,g3
3378,2879,49,g3
922,13680,62,g2
3174,8852,72,g3
3081,18309,64,g1
220,8969,67,g2
1737,10248,70,g2
1024,10607,10,g2
744,13442,13,g2
2132,19991,82,g1
2861,17186,2,g1
2168,5033,7,g3
341,19657,92,g2
2768,4781,42,g3
902,5268,8,g2
4264,17884,18,g1
295,12698,11,g2
2287,18602,26,g1
3615,7669,57,g3
2430,7861,24,g3
2459,4330,44,g3
4941,3382,47,g3
3706,1498,49,g3
376,16442,80,g2
160,17168,43,g2
3490,16746,58,g1
2013,19044,32,g1
4027,3565,77,g3
2691,10967,27,g1
666,18378,17,g2
4035,12576,54,g1
1671,3043,32,g3
4817,10533,14,g1
1300,1901,60,g3
4509,17329,10,g1
2954,5022,35,g3
2995,3051,14,g3
1336,5316,52,g2
236,19615,61,g2
1129,8199,47,g2
2256,3129,93,g3
2694,8187,14,g3
761,10656,62,g2
2572,17941,86,g1
2777,7334,42,g3
2408,18679,49,g1
186,5349,59,g2
2612,16282,58,g1
3042,16327,14,g1
2873,9931,28,g3
2604,4650,74,g3
3410,11789,81,g1
1800,9996,39,g2
3770,6970,30,g3
2800,13757,72,g1
3729,4212,85,g3
4690,13221,10,g1
1747,12995,80,g2
3418,12920,96,g1
3787,5815,61,g3
696,5881,74,g2
4645,9997,7,g1
584,13994,50,g2
745,17450,56,g2
3189,16252,3,g1
